C3L.00017	C3L.00102	C3L.00277	C3L.00589	C3L.00598	C3L.00599	C3L.00622	C3L.00625	C3L.00819	C3L.00928	C3L.01031	C3L.01037	C3L.01051	C3L.01124	C3L.01328	C3L.01453	C3L.01598	C3L.01637	C3L.01662	C3L.01687	C3L.01689	C3L.01703	C3L.01971	C3L.02109	C3L.02115	C3L.02116	C3L.02118	C3L.02463	C3L.02604	C3L.02606	C3L.02610	C3L.02613	C3L.02701	C3L.02809	C3L.02890	C3L.02897	C3L.02899	C3L.03123	C3L.03356	C3L.03388	C3L.03628	C3L.03630	C3L.03635	C3L.03639	C3L.03743	C3L.04027	C3L.04072	C3L.04080	C3L.04475	C3L.04479	C3L.04848	C3L.04853	C3N.00198	C3N.00249	C3N.00302	C3N.00436	C3N.00511	C3N.00514	C3N.00516	C3N.00518	C3N.00709	C3N.01165	C3N.01167	C3N.01168	C3N.01375	C3N.01380	C3N.01381	C3N.01383	C3N.01388	C3N.01714	C3N.01715	C3N.01716	C3N.02010	C3N.02573	C3N.02579	C3N.02585	C3N.02589	C3N.02592	C3N.02768	C3N.02940	C3N.02944	C3N.02971	C3N.03000	C3N.03006	C3N.03007	C3N.03039	C3N.03061	C3N.03086	C3N.03173	C3N.03190	C3N.03426	C3N.03430	C3N.03439	C3N.03665	C3N.03666	C3N.03754	C3N.03780	C3N.03839	C3N.03840	C3N.03853	C3N.03884	C3N.04119	C3N.04126	C3N.04282	C3N.04283
NP_004376.2_S2116	0.0906022220932074	-0.15973743109153	0.141898448017624	0.0324636278391155	-0.163713292832843	-0.273880793124155	-0.378021332104367	0.055601762850266	-0.0912958204558339	-0.224151955496091	0.071828172527279	0.0393996662281249	0.011557332495504	-0.171259104215311	-0.115233556726495	0.0844388217652569	-0.167912176334868	0.087741369636899	-0.0691926845145102	0.0932343639196337	-0.178026956767981	0.158591075524696	0.131635644493888	0.090042086220778	-0.137427585555443	-0.0561777657614808	-0.0861544277483073	-0.0536625489496911	-0.00664231831637112	-0.215722963235837	0.0203522803834692	-0.031010556278073	-0.288309342597252	0.14618712036013	0.0591883118984503	-0.171877234074812	0.189476344203734	-0.013847372557631	0.0998120518788614	-0.0791677917486649	-0.154798316930541	-0.0387030048875601	0.172495702808136	0.0175456564960616	0.142511133288415	-0.179098187110144	-0.0170608492694521	0.0415328041163745	0.0308815330193909	-0.149993366667194	0.0181283263505391	-0.299661231052798	0.0101386362344439	0.0600710324933582	-0.0294891041097297	-0.269332609103012	0.0171601359019941	0.0680834188535726	-0.0252710405500439	0.115371666283471	0.00464585735132134	-0.254453860211201	-0.271309357284142	-0.309352677459922	0.0350640111713776	-0.0135723575662203	-0.0158361521695797	0.107451116418419	-0.120932904493113	0.0434981377661551	-0.0296866168013616	-0.149921657457361	-0.0635959901078459	0.0021699323749574	-0.0202523039077155	-0.0262716996135972	-0.144910584301646	0.0849944149794331	0.00978467167830111	-0.138585527997828	-0.486191441207463	0.102371685537843	0.128527860279267	0.0792448586798087	0.120600026162884	-0.0561386677154222	-0.149990691028726	0.113565223427223	-0.0511097505342163	-0.00851617179741999	0.0409667605230252	0.0262110515384566	0.110218903565913	0.14379652382398	0.031372930927322	-0.163337018338254	0.0512468025698126	-0.107963893358906	0.0327863072453105	0.0950740984511996	-0.0651074867771546	-0.018571996924631	-0.0685961086018202	0.150571798536217	0.0832138984679331
NP_004385.1_S51	0.115278330127656	-0.0243531930889575	0.240524412003944	0.0301341359207309	0.119795019695231	0.283973566261588	-0.383065370451044	0.0099261265490157	0.0818690527093617	-0.119963472146639	0.249705924228342	-0.0677089407356597	-0.155820344211507	-0.0421592545752117	-0.0498110270921972	0.153559949698697	-0.16477527805661	-0.0688819304405212	-0.263406748267641	-0.112562160515692	-0.0674968357327104	-0.0214752236482956	-0.282336249192992	0.125877177074385	-0.212476940003284	-0.017565462688088	-0.171717006157877	0.081110240182316	0.174886660531097	-0.0672446104168773	-0.043455326801044	0.107816057520245	-0.148039275775528	0.118177715382666	-0.179758118468183	0.0205492882886906	-0.0374421401389402	0.107689822440093	-0.0441371936911586	0.154778189682281	-0.19644148206765	-0.0289468945455437	0.184456230038585	0.108063754430947	0.192917993623218	-0.107105988453872	0.0750866030215176	-0.377888882307462	0.221414123264545	0.0494744731296931	0.0590682947755203	-0.0679120359703305	-0.0491670976602892	0.0112000440924663	-0.00656706985430801	-0.26167355578455	0.00151316842029682	0.00659192066739088	0.114641625716598	-0.00781691000355705	0.0183830725031375	-0.490136379057491	-0.0422726402904104	-0.41630532234902	0.0567561105828225	-0.129812130421913	-0.211246448183331	0.0270764842931724	-0.0313412041030311	-0.142296342575473	0.0807994622701571	-0.227543661624348	0.0395505461560072	-0.00913795961753046	0.122549663401989	0.188551198718914	0.00442924190488282	0.00667091629070543	-0.122628003451137	-0.221520796500791	-0.0350110837716126	-0.00542446410122188	0.0285996981841826	0.038758130294884	0.0859443667152092	0.0647395737781998	-0.0844146299153195	0.147678479082424	-0.0955740023283764	0.00386274346639685	0.0390798844222964	0.195624184474699	0.217582031121127	0.173403827917166	0.0751532973356939	-0.0956250873269883	0.0608878299544748	0.0842140003473327	-0.277498280778656	-0.0363852236465002	0.0227965042864816	-0.0273298167737166	-0.0407534728630578	0.172161915830311	0.057394391802245
NP_004406.2_S176	0.0700571556142706	-0.0223541631143499	0.117154915066625	0.125772964244349	0.0911144509999312	-0.0427142766943451	-0.380207028018749	0.174691099615839	0.0408055938516592	-0.0170563626868156	0.144889099730046	-0.207405774640702	-0.291684570370299	0.0695332459249121	-0.152756959282055	-0.0505048941770827	0.0661779572520817	-0.396743385096376	-0.167503986834433	-0.0411635776593595	0.256685999199282	-0.0851903542798882	-0.430084126861696	0.0223226840790677	-0.374786092413742	-0.116968061349783	0.0665117507110866	0.0451565350730859	0.200144602763016	0.123869577225732	-0.0151326402050337	0.13375046123561	0.0531342425261019	0.230240809184393	-0.304686962313335	-0.0885210728131204	-0.0340312692559638	0.130667578129681	-0.113136720397124	0.142355763493036	0.0167917066760442	0.0778246299177778	0.0521893783668483	0.189202259045562	0.155152449937665	-0.0186718585644948	0.0476580819994592	-0.237268128140246	0.143337116374073	0.0712876148162713	-0.134143404451535	-0.00377459026581551	-0.0726375762906807	0.0998004267678718	-0.070322423105694	-0.112492756831237	-0.014869051851558	-0.031766268916709	0.015513586042709	0.108317864257945	-0.110362058941813	-0.217914227610722	0.0314220118098571	-0.0735457533894466	0.045199735714822	-0.0756525366989298	-0.390948777789631	-0.0212524834692239	-0.0941871286583944	0.0744505352562267	-0.0484468222899134	-0.0172084637085967	0.164372622754121	-0.100533473067731	0.177699787305996	-0.125381134195801	0.0706776352278414	-0.0120493480888462	0.00147623575794886	0.0415656784718424	-0.0700190638303253	0.102406389839233	0.139422762360491	0.0689685974312741	0.0346988992035038	0.217198398852512	-0.0281969408123625	0.0576663069325953	-0.126562880791407	-0.0909589949651443	0.0666468889458665	0.139006987204151	0.0184907292822072	0.20386459666276	0.070441386773799	-0.0660233350228546	-0.023750788515808	0.0203804449552092	-0.0761552602384233	-0.0294772869315282	0.0937615657481515	-0.123809326417162	-0.0431055473874061	-0.0602099763038742	0.0791184943196847
NP_004406.2_S2209	0.00178307038881986	-0.0425207111219899	0.10479097660609	0.0737562545751885	0.108840132122538	0.0906119814920188	-0.0454366900733902	-0.0915241243356153	-0.068622078080072	-0.181437925211534	-0.0260155176513786	-0.111574376322885	0.0468981566213882	-0.01481238005108	-0.0340522272873849	0.0874976452938999	-0.188068690018901	-0.0507231961309104	0.0609156197991981	-0.00103329915791987	0.10070884761277	-0.178956728908577	0.00308516064658068	-0.0485333807669301	-0.066513113013135	-0.183700697148486	0.0647448657270028	-0.0588377497285332	0.139719455731292	0.0806875876850167	-0.0281215335434825	0.142402651349031	-0.0501049680369534	0.145665660399052	-0.0491067851621272	-0.069083068880534	-0.0929540014860507	0.0897854409850907	-0.0132593793340676	0.0724718940795906	0.0544662226369896	0.147758031765364	0.0293262230516721	0.097022614424095	-0.018388609613626	0.0692908700561001	0.123969284921001	-0.0409785466142956	0.13063108878313	0.0600862116927944	-0.176994285175595	0.0528810642030258	-0.150338672936748	-0.0417603359109518	-0.0624865350415015	-0.21584806282522	0.0458227883462214	0.0176230844351536	0.142310422354806	0.13101085665961	-0.109415180361225	-0.10292152578296	0.00156479848729773	-0.0176196113955572	0.00180778369516495	-0.144398991856138	-0.0163522315579263	-0.0682162045350583	0.0112838585550974	0.0117492964508959	-0.0466866241545615	-0.094717405353819	0.0845437692028689	0.0961400797226987	-0.0169366518000266	-0.0316061448779883	0.0210099143712868	0.00858033391672047	0.135760448218794	0.0192568215696106	-0.0328204794148291	-0.0165140096252206	0.0282877645677425	0.0407880502504187	0.0805999299685071	0.12378051078797	-0.0185212872422302	-0.133917741107011	-0.0432880163571597	0.0365570062846014	0.111500345085594	0.120243878118709	0.0225446986446441	0.122228380841276	-0.0111514356432733	-0.00336515719503986	0.00152434512446473	0.0169325997651438	0.117934602485719	0.0710440763881252	0.0538531884564653	-0.0495069623045912	-0.138627482892832	-0.0900643405001961	-0.019963825135169
NP_004406.2_S2821	-0.0662099807425331	0.041022568827635	0.0240224892032072	0.0166345985466668	0.19164239705328	-0.0240680393527542	-0.0809132396334638	0.0821078868153782	0.00307528512913513	-0.0173789350110094	0.103632237972977	-0.0486264843863058	-0.0654306987029736	0.177847544818273	-0.0387634139936629	0.0317808652472122	0.06491723500746	-0.0167274019493924	0.0790434845074293	-0.149723678340231	0.213060473118831	-0.091332275744043	-0.00261987163227027	0.027368321244417	-0.0132686799429128	-0.130285372687697	0.0163110642376705	-0.0251480363861179	0.123425991639765	0.130307033603967	0.0284101893145672	0.11169655457248	0.0314565866336943	0.0732803453247467	-0.0451172483155768	-0.130708990419334	0.000621442678073373	0.109189053568699	-0.0728426295000342	0.156734864051612	0.0993380479998801	0.0651744027396536	-0.00129589398791814	0.115284240035432	0.0239921831700266	0.00033176779773438	0.153261344722312	0.0212847806464974	0.0215462458718723	0.0330745316797635	-0.149078514143752	0.100772797252776	-0.0484173565000956	-0.0860006938876944	-0.0852263304330778	-0.11117676922118	0.0563668241022691	-0.0904406680603661	-0.042205064330017	0.0531783593489248	-0.130330455101858	-0.161481647059977	-0.0621322038257184	0.10462863159325	0.00612490959372219	-0.201191809733582	-0.0828864104542773	-0.0377558735051084	-0.0542604064081239	-0.0744930877426916	-0.0654004855095848	-0.0206834897470175	0.143760098384242	0.0160034831491048	0.0486604291685761	-0.0511117469769932	-0.036904789304367	-0.100590681018557	0.100579744170135	0.121694317078144	0.038333369958483	-0.037335902563394	0.00357771458255577	-0.0367693173730943	0.0205663218213887	0.179472247949908	0.00735061857754126	-0.0230428427641685	-0.0572389636137393	0.0275017528707218	0.0446789297539302	0.0931747897928498	-0.0876582217231661	0.124440045414939	-0.0321078789571019	0.0323359295446195	-0.108663063807408	-0.016104790451954	0.135609013427623	-0.0163200761340386	0.0970037432804747	-0.0454221108821261	-0.0433299911117533	-0.028248407625168	-0.0230267828478605
NP_004427.1_S109	0.0454698645863743	0.0117985686291706	0.0835897368483734	-0.0285967458444196	0.0514415736566131	-0.0228249954019036	-0.147207896698256	-0.150607881584294	0.0802856750405066	-0.0709839054472938	0.0129026566167884	-0.00426339920233784	-0.106575923351683	-0.0717365745529518	0.012862620320042	-0.0762084537977143	-0.0445505343620122	0.0193892632305335	-0.0488241873973031	0.00188388760846407	0.0621412937269232	-0.054985139688797	0.0574745151511835	-0.0915153174327508	-0.0366413129836179	-0.0248665809048244	-0.0349789054437105	-0.0314517704570436	0.0603143173051739	0.0220880163746159	0.0123072394136677	0.108181809404576	0.0261552293244806	-0.0277149756643262	-0.0474557377175429	-0.0372124151336773	-0.134681055446285	0.0521242812700149	-0.0113908564992166	0.0862503589323118	-0.10541626081503	-0.00969147075630231	-0.0159047213149877	-0.00645043402491359	-0.0163870845504632	0.00967225967540228	0.103657094131141	-0.0283693806656642	0.0248349741903463	0.0795755542695172	-0.0570737751924185	0.0299635571306614	-0.115402211976387	-0.00222572995805573	-0.0555294038531045	-0.00782926600640362	0.0443689818601698	0.047077017766264	0.0122261733469532	0.100724226893737	-0.205714905580835	-0.0900949772555022	0.00020241223515236	0.0142973801310104	0.00330321073468619	-0.104599119719341	-0.095118310670966	-0.0480451558039907	-0.0230001373281052	-0.040636013535689	0.092897285210931	0.0070458270943139	0.0362705924291292	0.0747867966017466	-0.0158301150168889	0.045616716531587	-0.0282032454765112	-0.016751739913559	0.0323595204217375	0.0530605447345717	-0.00525179710241117	0.0519830529000001	0.0136301516899413	0.0501267486594953	0.00668396596691364	-0.0152363708702697	-0.114346345591375	0.0576859465120517	-0.0585330326193981	-0.0164429613929025	0.0938389008765277	0.118422288239255	0.0766574572843678	0.153529658090901	0.0313323312501333	-0.035785056577801	-0.00920790978307399	0.114398669272523	0.0125666245178902	0.0287052544418148	0.0362237120731071	-0.0154732896287541	-0.152209886888076	0.0657119324622941	0.028412095262765
NP_004427.1_S43	0.118086739621573	-0.000891883512286717	0.115005980685507	0.0487619657986909	0.0790839779522816	-0.191467033376694	-0.0870720717964648	-0.185512381816952	0.0349700278277545	-0.0382979157731651	-0.0187791839975179	0.0306150162808257	-0.174517363167053	0.00953045759996956	0.118585131993679	0.018282853172452	0.0948228137042236	-0.0963712860191873	-0.128075435609334	-0.136244287983088	0.0224939197092505	0.118809586041412	0.0761337476706632	0.0540929237942253	-0.108910440131344	0.012582440885152	-0.0318457350468701	0.0190633113553792	0.142562031633964	-0.00784462089299348	-0.106189043077619	0.0965677034146724	0.0920573653412008	-0.0392770195298804	-0.057642549919169	0.00304440514061209	0.0218259579615408	0.0654896574108738	-0.00464066283148122	0.0791119615667076	-0.0643858589787015	-0.0271963511413124	0.0177698080934482	0.0537446913917779	0.0274140031457372	-0.064387997194279	0.0357121814004647	-0.117569556727166	0.166088145539675	0.079151041460866	0.0377567868688422	0.0627922181070461	-0.131385699690115	-9.6025492435876e-05	-0.0433925397334866	-0.0128647078237369	0.027781914266638	-0.000384071779592648	-0.0261730047553039	0.0400686323216636	-0.186166752508559	-0.0622579584367021	0.00961077071186252	0.106725066150458	-0.0789032250364551	-0.127935033677985	-0.0676843212515588	0.0395226488002362	-0.0391310920405907	-0.119842950367466	0.0761519216227664	-0.0721928891094342	0.127761035295243	-0.0753081649778367	0.131516027181657	0.0525768761465179	-0.0550976426048591	-0.0691853207129179	-0.0167179669715708	-0.0403749200852906	-0.00841011602459607	0.11155341460004	0.00297977089788168	0.0325390182662237	-0.0279275363633027	0.0444159486797244	-0.149832021155909	0.101262248401682	-0.00344270058357417	-0.135384081673837	0.108530736830585	0.0757446495457712	0.0970607272237053	0.141227433573559	-0.0247729824829959	-0.112408895012685	0.00219367125572318	0.0045707869012262	-0.0782823477101322	-0.0196275912776406	0.0643711300654968	0.0128480028333582	-0.154189147775424	0.109297718064433	-0.0330526914466966
NP_004438.3_S685	0.0149967211257814	-0.170932581949122	0.151108957296397	0.0182735468733955	-0.120954763192657	-0.128765713064048	-0.306211294579978	-0.0417908888885645	-0.0541786396984635	-0.250107687643922	0.0818612798757077	0.0248798737719602	-0.151937838974446	-0.0584000789832944	-0.146531084250848	-0.0342534312978811	-0.196797658399536	-0.138591895993986	-0.17453939123734	-0.0844036762093429	-0.0843040691354924	0.119424117837932	-0.161639838270728	0.0194698263806047	-0.153116957001152	-0.0337904413411026	0.0307575868195806	-0.0368573733125588	-0.0326384839945736	0.0713145248814066	0.0436707825260043	0.0378361973496693	-0.228657742035812	0.128797585830367	-0.15911992231296	-0.0204295988048059	-0.166840749349901	0.00606849959136754	-0.0624687663678419	0.0197526647341575	-0.179111617683721	-0.056128828259512	0.0446076136679669	0.0095615974035009	0.0773021718159827	-0.0995200996258146	0.091479870233083	-0.28408943696068	0.0897549804205569	0.00998978393729372	0.0030958034815521	-0.168354781390789	-0.204206197930054	0.0110166029817744	-0.0351411402344197	-0.252534569629985	-0.046767687075122	0.011649665108938	0.022389519998539	0.160972682480771	-0.257976645071891	0.0371104933308082	0.0993682544558187	0.0626151311397038	0.0444229518067084	-0.0339634962602411	-0.191461400660317	-0.0607428277881695	-0.0106360784545616	-0.0971135235509485	0.160140242953353	-0.180369677502066	-0.0013270140586234	0.140274047158479	0.0490906776123719	0.0800755762447506	-0.0488609873601815	0.0472111154637188	-0.034338506179493	0.0215917495405713	0.00158214925438338	0.0847044618104489	0.0934124808747569	-0.00792556155169069	0.0519565961833787	0.00868159960361953	0.0107564004158995	0.0163025677482798	0.00329624553784975	0.0102322878575523	0.0433824518429542	0.12700169275903	0.0527770255978206	0.114959037029808	0.0729489341786325	-0.12203689356272	0.026896875386581	0.119646493202109	0.0471028592262547	0.154924406664913	-0.0238919467695831	0.126943243779687	-0.0228258188191218	0.131412680403113	0.0769192769009219
NP_004438.3_T629	0.0586355982719098	-0.283830266395374	0.404369114538306	0.033938004448715	0.100848794996032	0.0165492320215728	-0.400770098606575	-0.0235645089666171	0.0414110619623069	-0.262448425005108	0.167027872580281	-0.0754553375086777	-0.133905326343054	-0.103095072660488	-0.24084711315583	-0.00943147693612923	-0.167055526778459	-0.080728233868964	-0.151006986672418	-0.0623074584893383	-0.214510959853098	0.028677389649157	-0.117273587177381	0.0879234364987189	-0.228509746229	-0.0726209152662975	-0.0252858833475907	-0.105578504568987	0.0579675975942089	-0.197768061027261	0.0354351089991194	0.0322093962413102	-0.369088760016624	0.237823681263093	-0.127416132342352	-0.115268416590135	0.0596769225215847	0.0475745777793165	0.00860297144103201	-0.0526801549929581	-0.120530801436423	-0.0349395992717684	0.122399789388218	0.111176467865869	0.0980767252090582	-0.158908150567695	0.171053615696451	-0.0600652036497254	0.159875732223316	-0.0218257034226997	0.0230745205707424	-0.357573114109478	-0.160236142745195	0.00341876117923367	-0.00910389271972363	-0.463981604047164	-0.0195337062790919	-0.0103405085345158	0.0905954081044118	0.0988108957966283	-0.0238699358752514	-0.500134282813408	0.0957770352390645	-0.318434455719027	-0.000855835318406551	-1.67631454222068e-05	-0.181277592357423	0.00229264430332813	-0.11244871813955	-0.00728894334299174	0.0445412434486035	-0.363825057781465	0.112789887759363	0.180465797509451	0.0657796127246612	0.0441501897626624	-0.0481264484126394	0.0179311325619741	-0.00940460940473808	-0.236667821595801	-0.251763537060735	0.0505052066335336	0.063190927498418	0.0877734689686692	0.0385422783748074	0.0375338510091857	-0.113234433076398	0.0521049463691423	-0.0296344374616589	-0.0234895120448552	-0.0219164442079438	0.116297937700163	-0.00440410941661312	0.108744451779863	0.0550430948851573	-0.125686945194861	-0.0391256308394249	0.0386142360899114	0.136823777886699	0.144329472961174	-0.0618600924617409	-0.0846763603429504	0.0503558745092249	0.136673548032286	0.053575683173529
NP_004482.4_S1134	0.00502650258148708	-0.0818284931434941	5.89437506506651e-05	-0.0194419727851172	-0.0378961605257343	0.0135007970135678	-0.0731042663413903	0.0488192005736801	0.00965274172630633	-0.00635845925760617	0.021760375266776	-0.0199621602949346	0.0154742806930418	0.0391704043113179	-0.0961474919576438	-0.100204118390504	0.0371290130582774	0.0570781120777392	0.0659163384414338	0.060051482923873	0.0784255357268644	-0.077460345928961	0.00469812957721211	-0.097350739460132	0.0527715442311078	-0.149480653580416	-0.0695916344946904	0.00689162571373677	0.0929807629960943	0.0312189733171484	0.0180944905200891	0.0993020319267651	0.0741500596192985	0.0835629406806785	-0.0910006432904314	-0.0957392569197466	0.00999963952793487	0.144596077395805	-0.0793763339938789	0.0991566332724136	0.0240076672023772	0.0287657888076433	-0.0831134328574011	0.100581547397095	0.098336808470906	-0.0386580670776742	0.0358953657073571	-0.00247176349082347	0.0843915968161269	0.038751032473201	-0.166753269599507	0.0473318204637459	-0.111668161835218	-0.0529561950988069	-0.106036547682046	-0.0151241238278375	0.00547148436832482	-0.0513663860546183	-0.0497840884541956	-0.0120940277806375	-0.108125683653992	-0.0261906052205093	-0.0384653535059022	0.142710871948575	-0.0601124719088984	-0.128610426499764	-0.00607119518636573	-0.0953643597068611	-0.0813587545825771	0.0594799308495486	0.0669638471734837	0.039713742273803	0.0427043041405701	-0.0364273695359289	-0.0531162465438248	-0.0518328158887731	0.0226792333635455	-0.0241418281192278	0.167849129835436	0.0875976884490236	-0.0645050302724469	-0.029353732971631	0.0666582881703996	0.0312613096115724	-0.0433218667612629	0.121741089379283	0.007322635126264	-0.0156258483125606	0.00845381708858676	-0.00234876655363539	0.106680659549521	0.103605538314063	-0.0176702965111493	0.035625400594342	0.0295866160469068	0.0905291755554222	-0.0638753622860991	0.0584862720169147	0.0306315784389049	0.0518343777402677	0.117276357267941	-0.0509986802098643	-0.0107051513673073	0.0953566544189405	0.0135285075687562
NP_004482.4_S1179	0.0597454349760174	-0.139976173083437	0.0982552179456052	-0.131898914717442	0.0715357218978665	0.0513520821462848	-0.243723499146742	-0.0993923303550351	-0.0918201180678099	-0.115786655604922	0.0190464648660598	-0.0440427476992173	-0.015656277454396	-0.189675710094432	-0.078813066118104	0.00394506301836453	-0.0303608367318785	0.0261767146748114	0.0167719097453236	-0.0911547020776286	0.0402905386955335	-0.0495532845486166	0.00674136445278603	-0.0272150733980268	-0.122717618740581	-0.2246869492828	-0.0548620818079081	-0.0608623199320167	0.0676490168927515	-0.0420153113094347	-0.289137901301923	0.106880994660764	0.0529568848721593	-0.0363542133760175	-0.0405685337378347	0.00536580523347329	-0.0325789538293393	0.145306421319413	0.0137413072853751	0.0615604746700441	-0.118791332551106	0.0395738503864035	0.0610742242435118	0.0836312750531439	0.0773170766836986	-0.0325257293709129	0.125157978476409	-0.0218686755812131	0.0490019417339255	-0.0193018206663122	-0.0730930197345253	-0.0946326116711471	-0.0271136659828871	0.00419615577825028	-0.0931507939109401	-0.0497738308654723	-0.0946163921419437	-0.0225539473323568	-0.0417639199861418	0.0654763775759113	-0.0558610128420687	-0.247070736984207	-0.0308469457263857	-0.0201054446516799	-0.0305549188790357	-0.191263216628004	-0.164558989010186	-0.0602347554278889	-0.0633115395613451	-0.0518787840812876	0.0558057550998905	-0.19653617990314	0.0628320350555841	0.0656292673463068	0.0558581701326776	0.000491509761974296	0.0610808283767937	0.0713606501690492	0.175619597508789	0.0801236198479819	0.0296329449431196	-0.00537272475126986	0.0478787735040864	0.0771502147360038	0.075102969297185	0.0730528669043511	0.00579607194746653	-0.0104963587943167	-0.0423502771767103	0.0046631634223211	0.129810717713496	0.20056817925465	0.143775026728306	0.0806932872573124	0.11058961550574	-0.0408725747627516	-0.0015830864591647	0.0875247924975126	0.0300739005401881	0.094694939729857	0.0823924780627962	0.0085695695238397	-0.0355472125445165	0.137324294759919	0.0285001345247393
NP_004485.1_S107	0.0112439015738436	0.016562943547183	0.0863529332912074	-0.000306056884566625	0.0178153637378041	0.0245501193712804	-0.0552855063628124	-0.183672930095032	0.122972002271841	-0.119371825733303	-0.0959795038863786	-0.00732288933871089	-0.0329344825683478	-0.00486600917503318	0.0675421293292099	-0.136777294902159	-0.0458548943226493	0.0745137175438658	0.0338991020800325	-0.228654753725854	0.13467209643727	-0.134637663795493	-0.0158630228157908	-0.0101021199560089	0.014316936842301	-0.00946674031277891	0.0413120210279181	-0.124883016761835	0.301090395039988	-0.0334783215383629	-0.0291526931621964	0.168044304021491	0.145795619500933	0.0584827716972316	-0.146959345441544	0.0317924361817485	-0.161409381132698	0.041575321739531	-0.0169984060917768	0.0206952566965118	0.123165254375438	-0.0452531175297337	-0.177562804952335	0.0994585256213704	-0.205523006721019	0.0187333207806846	0.0720943228292466	0.134009202330946	0.174570734832514	-0.0245465994414984	-0.0978817727650656	0.0567681465949734	-0.213124912556799	0.0895091627735274	-0.0304016743263654	-0.113858892540475	0.0705852778316003	-0.0753077067660627	-0.121712340318292	-0.00994439152830003	-0.100110609656426	0.0342139903548542	-0.00115956137011203	0.168639794043801	-0.0162980736998448	-0.127253508741017	-0.0361499915958196	-0.0532716924973712	0.0721541818231386	-0.0466994792660616	-0.0378155629189217	0.0743814329618611	0.295520551733429	-0.00851563869085311	0.174696037250584	-0.0526495170866122	0.0685917883995545	-0.0206462618444723	-0.108837505856514	-0.0791984226030173	-0.0938621976122088	0.100121347807058	0.0905160488972102	-0.00495432182123856	-0.0981993368966022	0.281388855659548	0.0630900131114132	0.0236321861915931	-0.0709557040473689	-0.088295193887923	0.062582074425208	0.00462253179000042	0.105135639506597	0.154283693223578	0.150242043506715	0.0386502096048487	0.00657424860632244	0.0287379126837949	0.0635735553196494	-0.00137749304732322	0.0800860640998341	-0.195123478699053	0.0478078999948068	0.207896474852931	0.0687295835318589
NP_004500.3_S380	-0.000174619348770397	0.0109875516380334	-0.0540070297758091	-0.0387575550414534	0.0264619446445716	-0.0812907853820717	-0.0661174194492203	-0.108896454069515	0.0343075203812004	0.0350970941184075	-0.0158715887208277	-0.0851971666376404	-0.0199942116492061	0.121008435865708	0.0466118407736336	-0.118546354475567	0.0774195821439344	0.0491026396180868	0.0368586066846483	0.0330750906043499	0.0320867349485934	-0.140521502645071	0.0745928512043373	-0.12981303275817	0.0305258726754418	-0.0755363510440374	-0.107980248751318	-0.114488133093335	0.0476321645018341	0.00417145810582309	0.0333892527581969	0.153642458679588	0.0721499940800274	-0.0901282639518423	-0.0941634399897183	-0.104322566220413	-0.14694161922201	0.180889670784763	-0.113815111810717	0.0559948646919815	0.00452732700553195	-0.0865254468475242	-0.158131771495288	0.169890751590841	-0.0237219569553634	0.0801490899064813	0.10734116275533	0.0466930287094582	-0.0787685640847545	-0.0509885440234877	-0.0454404424678781	0.141079262552762	-0.128274665272344	-0.0596667162799678	-0.101564113536927	-0.0434260836552159	0.0690671068772436	-0.0651803056689457	-0.0732150604084002	-0.050110088180138	-0.0810476660379492	0.160325263846472	0.0791809413466749	0.176579275930625	-0.0368536969982999	-0.0798005534674959	0.0348511820530711	-0.186093986298406	0.0475107163302143	0.0583291169954421	0.106962033117963	0.0452512524757626	0.0813770151161974	-0.00146720462798782	-0.0686305293913854	-0.0681729340000117	-0.0430397259149721	0.00140452503886575	0.113582127706669	0.219353778336507	0.0221390244795692	-0.0487111416854044	-0.102475139882338	-0.00174335417228349	-0.118558938402535	0.129236647392184	0.0371095917540205	-0.126986714167192	-0.106047152134671	-0.00642103837463337	0.189770886242797	0.0749459610570878	0.0708841843918787	0.116573353473512	-0.035000968953714	0.0453023668841521	-0.113435757969984	0.0191072371931534	0.0660938129079133	0.0892233971562309	0.216862574232742	-0.105894364561326	0.0736088369377433	-0.0515109266369686	-0.006996062861046
